order_id,user_id,timestamp,order_date,order_category,has_availed,item_id,rating,feedback,sentiment
505,1026,2020-03-26 16:40:26,2020-03-27,Lunch,1,0,3.0,sambar flavor is too good,neutral
506,1031,2020-03-26 16:45:26,2020-03-27,Lunch,1,0,2.0,"Chicken biryani is not mixed well , either its all rice or too much masala and pieces arent well cooked",neutral
507,1036,2020-03-26 16:51:26,2020-03-27,Lunch,1,2,,,
508,1015,2020-03-26 17:08:26,2020-03-27,Lunch,1,1,,,
509,1043,2020-03-26 17:09:26,2020-03-27,Lunch,1,2,1.0,Bad unhygienic tasteless food,negative
510,1002,2020-03-26 17:13:26,2020-03-27,Lunch,1,2,,,
511,1007,2020-03-26 17:14:26,2020-03-27,Lunch,1,0,,,
512,1020,2020-03-26 17:59:26,2020-03-27,Lunch,1,2,1.0,Worst curry ever seen didn't have any salt and huge amount of oil in that,neutral
513,1008,2020-03-26 18:24:26,2020-03-27,Lunch,1,0,,,
514,1023,2020-03-26 18:48:26,2020-03-27,Lunch,1,1,,,
515,1012,2020-03-26 19:49:26,2020-03-27,Lunch,1,2,1.0,completely frustrated with the taste and nature of the food,neutral
516,1021,2020-03-26 20:09:26,2020-03-27,Lunch,1,2,1.0,Terrible curry ever seen seemed to have no salt and a high proportion of oil in it.,neutral
517,1034,2020-03-26 20:34:26,2020-03-27,Lunch,1,0,,,
518,1037,2020-03-26 21:05:26,2020-03-27,Lunch,1,1,,,
519,1013,2020-03-26 21:09:26,2020-03-27,Lunch,1,0,2.0,Food is average and rotis were burnt,neutral
520,1022,2020-03-26 21:34:26,2020-03-27,Lunch,1,1,,,
521,1004,2020-03-26 22:29:26,2020-03-27,Lunch,1,1,2.0,Biryani was too spicy and felt like eating mirchi rice with no flavour of biryani,neutral
522,1014,2020-03-26 22:37:26,2020-03-27,Lunch,1,2,,,
523,1038,2020-03-26 22:55:26,2020-03-27,Lunch,1,2,2.0,The taste of roti became worse,neutral
524,1019,2020-03-26 23:24:26,2020-03-27,Lunch,1,1,2.0,food is ok taste can be improved.,positive
525,1039,2020-03-26 23:27:26,2020-03-27,Lunch,1,0,2.0,"Biryani was really bad though. First place, the chicken pieces were almost nill and the spice level was not good. ",neutral
526,1018,2020-03-26 23:35:26,2020-03-27,Lunch,1,2,3.0,Whole meal is appetizing,neutral
527,1016,2020-03-27 00:10:26,2020-03-27,Lunch,1,1,,,
528,1025,2020-03-27 01:47:26,2020-03-27,Lunch,1,1,,,
529,1030,2020-03-27 02:09:26,2020-03-27,Lunch,1,1,3.0,Veg biryani is worth the price,neutral
530,1001,2020-03-27 02:10:26,2020-03-27,Lunch,1,0,1.0,"Aloo is not cooked at all , it tasted really bad",neutral
531,1046,2020-03-27 02:59:26,2020-03-27,Lunch,1,1,,,
532,1049,2020-03-27 03:13:26,2020-03-27,Lunch,1,2,3.0,Chicken curry is really tasty and rotis are perfect,neutral
533,1042,2020-03-27 03:37:26,2020-03-27,Lunch,1,1,3.0,sambar flavor is too good,neutral
534,1040,2020-03-27 03:57:26,2020-03-27,Lunch,1,2,2.0,utterly disappointed with the taste and quality of the food,neutral
535,1005,2020-03-27 04:46:26,2020-03-27,Lunch,1,0,,,
536,1035,2020-03-27 05:23:26,2020-03-27,Lunch,1,2,2.0,Quantity was very less for chicken curry,neutral
537,1045,2020-03-27 06:24:26,2020-03-27,Lunch,1,1,,,
538,1003,2020-03-27 06:26:26,2020-03-27,Lunch,1,2,,,
539,1028,2020-03-27 07:30:26,2020-03-27,Lunch,1,0,,,
540,1033,2020-03-27 07:47:26,2020-03-27,Lunch,1,0,,,
541,1050,2020-03-27 08:14:26,2020-03-27,Lunch,1,1,2.0,the items in the thali were inadequate,neutral
542,1010,2020-03-27 08:25:26,2020-03-27,Lunch,1,2,,,
543,1006,2020-03-27 08:38:26,2020-03-27,Lunch,1,1,,,
544,1027,2020-03-27 08:54:26,2020-03-27,Lunch,1,1,,,
136,1027,2020-03-27 10:27:26,2020-03-27,Dinner,1,12,1.0, paneer biryani taste was worst,negative
137,1028,2020-03-27 10:57:26,2020-03-27,Dinner,1,12,,,
138,1029,2020-03-27 11:10:26,2020-03-27,Dinner,1,12,,,
139,1032,2020-03-27 14:26:26,2020-03-27,Dinner,1,12,2.0,the quantity of pulao and chicken curry was completely less compared to their starting time.,neutral
140,1025,2020-03-27 15:15:26,2020-03-27,Dinner,1,3,1.0,tasteless and worthless Biryani,neutral
141,1018,2020-03-27 15:21:26,2020-03-27,Dinner,1,3,,,
142,1038,2020-03-27 15:22:26,2020-03-27,Dinner,1,12,,,
143,1001,2020-03-27 15:53:26,2020-03-27,Dinner,1,3,1.0,paneer butter masala and roti's were pathetic,neutral
545,1034,2020-03-29 15:17:26,2020-03-30,Lunch,1,5,3.0,Nice Flavour,positive
546,1037,2020-03-29 15:59:26,2020-03-30,Lunch,1,6,1.0,egg curry tasted horrible and pungent,neutral
547,1043,2020-03-29 16:14:26,2020-03-30,Lunch,1,12,,,
548,1020,2020-03-29 16:38:26,2020-03-30,Lunch,1,9,,,
549,1007,2020-03-29 16:52:26,2020-03-30,Lunch,1,7,,,
550,1032,2020-03-29 17:14:26,2020-03-30,Lunch,1,9,3.0,"Sambar rice is absolutely delightful, thick and tasty",neutral
551,1048,2020-03-29 17:26:26,2020-03-30,Lunch,1,6,,,
552,1038,2020-03-29 18:28:26,2020-03-30,Lunch,1,10,1.0,Bad unhygienic tasteless food,negative
553,1012,2020-03-29 18:29:26,2020-03-30,Lunch,1,9,,,
554,1021,2020-03-29 18:33:26,2020-03-30,Lunch,1,4,2.0,utterly disappointed with the taste and quality of the food,neutral
555,1050,2020-03-29 18:41:26,2020-03-30,Lunch,1,3,,,
556,1040,2020-03-29 19:07:26,2020-03-30,Lunch,1,9,,,
557,1041,2020-03-29 19:40:26,2020-03-30,Lunch,1,5,,,
558,1016,2020-03-29 20:23:26,2020-03-30,Lunch,1,9,,,
559,1019,2020-03-29 20:47:26,2020-03-30,Lunch,1,3,,,
560,1049,2020-03-29 20:56:26,2020-03-30,Lunch,1,9,3.0,Veg biryani is worth the price,neutral
561,1015,2020-03-29 21:18:26,2020-03-30,Lunch,1,5,,,
562,1003,2020-03-29 21:55:26,2020-03-30,Lunch,1,5,3.0,Chicken curry is really tasty and rotis are perfect,neutral
563,1023,2020-03-29 22:57:26,2020-03-30,Lunch,1,9,3.0,Chicken curry is good.,neutral
564,1009,2020-03-29 23:18:26,2020-03-30,Lunch,1,3,,,
565,1028,2020-03-29 23:38:26,2020-03-30,Lunch,1,11,3.0,Whole meal is appetizing,neutral
566,1033,2020-03-30 00:01:26,2020-03-30,Lunch,1,8,,,
567,1011,2020-03-30 00:34:26,2020-03-30,Lunch,1,3,,,
568,1002,2020-03-30 00:39:26,2020-03-30,Lunch,1,4,,,
569,1024,2020-03-30 04:15:26,2020-03-30,Lunch,1,11,,,
570,1044,2020-03-30 04:34:26,2020-03-30,Lunch,1,7,2.0,the items in the thali were inadequate,neutral
571,1005,2020-03-30 04:44:26,2020-03-30,Lunch,1,8,,,
572,1046,2020-03-30 04:44:26,2020-03-30,Lunch,1,9,,,
573,1004,2020-03-30 04:51:26,2020-03-30,Lunch,1,9,,,
574,1036,2020-03-30 05:36:26,2020-03-30,Lunch,1,13,1.0,"roti isn’t hot, and the chicken curry served had a peculiar odor.",neutral
575,1035,2020-03-30 05:42:26,2020-03-30,Lunch,1,3,,,
576,1013,2020-03-30 06:46:26,2020-03-30,Lunch,1,3,3.0,"Dal is really good , curry is OK , overall its edible but can be improved",neutral
577,1008,2020-03-30 07:37:26,2020-03-30,Lunch,1,8,,,
578,1026,2020-03-30 07:46:26,2020-03-30,Lunch,1,4,3.0,Nice Flavour,positive
579,1045,2020-03-30 07:55:26,2020-03-30,Lunch,1,11,3.0, gravy served with biryani which was really tasty,neutral
144,1032,2020-03-30 10:31:26,2020-03-30,Dinner,1,3,1.0,the smell of the food too odd,neutral
145,1029,2020-03-30 10:37:26,2020-03-30,Dinner,1,12,2.0,"Although the food tasted good, the roti was very rubbery and the chicken curry was filled with bones.",neutral
146,1018,2020-03-30 10:55:26,2020-03-30,Dinner,1,3,3.0,Tasty food,neutral
147,1035,2020-03-30 13:27:26,2020-03-30,Dinner,1,3,2.0,utterly disappointed with the taste and quality of the food,neutral
148,1041,2020-03-30 14:33:26,2020-03-30,Dinner,1,12,,,
149,1038,2020-03-30 14:40:26,2020-03-30,Dinner,1,3,1.0,"roti isn’t hot, and the chicken curry served had a peculiar odor.",neutral
150,1020,2020-03-30 14:48:26,2020-03-30,Dinner,1,3,3.0,Great food . delicious,positive
580,1014,2020-03-30 15:02:26,2020-03-31,Lunch,1,3,2.0,"Chicken biryani is not mixed well , either its all rice or too much masala and pieces arent well cooked",neutral
151,1028,2020-03-30 15:06:26,2020-03-30,Dinner,1,12,,,
152,1030,2020-03-30 15:45:26,2020-03-30,Dinner,1,3,,,
153,1002,2020-03-30 15:52:26,2020-03-30,Dinner,1,3,,,
581,1045,2020-03-30 18:08:26,2020-03-31,Lunch,1,3,2.0,Quantity was very less for chicken curry,neutral
582,1004,2020-03-30 18:27:26,2020-03-31,Lunch,1,1,,,
583,1048,2020-03-30 19:50:26,2020-03-31,Lunch,1,4,,,
584,1003,2020-03-30 20:30:26,2020-03-31,Lunch,1,1,1.0,The food was not good at all. No balance in the flavours and the chicken smells raw.,neutral
585,1001,2020-03-30 21:28:26,2020-03-31,Lunch,1,14,2.0,not satisfied with taste of food,neutral
586,1047,2020-03-30 22:59:26,2020-03-31,Lunch,1,3,3.0,sambar flavor is too good,neutral
587,1037,2020-03-30 22:59:26,2020-03-31,Lunch,1,12,,,
588,1017,2020-03-30 23:19:26,2020-03-31,Lunch,1,3,1.0,Terrible curry ever seen seemed to have no salt and a high proportion of oil in it.,neutral
589,1021,2020-03-31 00:12:26,2020-03-31,Lunch,1,7,2.0,The taste of roti became worse,neutral
590,1019,2020-03-31 00:23:26,2020-03-31,Lunch,1,3,,,
591,1016,2020-03-31 00:27:26,2020-03-31,Lunch,1,1,3.0,Nice Flavour,positive
592,1024,2020-03-31 01:48:26,2020-03-31,Lunch,1,14,,,
593,1044,2020-03-31 02:27:26,2020-03-31,Lunch,1,3,,,
594,1028,2020-03-31 02:30:26,2020-03-31,Lunch,1,5,,,
595,1030,2020-03-31 02:51:26,2020-03-31,Lunch,1,14,1.0, paneer biryani taste was worst,negative
596,1032,2020-03-31 02:53:26,2020-03-31,Lunch,1,0,3.0,Egg curry is ok.,neutral
597,1018,2020-03-31 03:30:26,2020-03-31,Lunch,1,7,1.0,completely frustrated with the taste and nature of the food,neutral
598,1020,2020-03-31 03:33:26,2020-03-31,Lunch,1,0,3.0,Chicken curry is really tasty and rotis are perfect,neutral
599,1015,2020-03-31 05:24:26,2020-03-31,Lunch,1,3,1.0,"Chicken Biryani was downright terrible however. In front of the rest of the competition, the chicken pieces were nearly nill and the flavor level was bad.",neutral
600,1002,2020-03-31 05:29:26,2020-03-31,Lunch,1,12,3.0,perfect veggie food. Absolutely loved the spicy tangy food,positive
601,1035,2020-03-31 07:05:26,2020-03-31,Lunch,1,12,1.0,the smell of the food too odd,neutral
602,1033,2020-03-31 07:34:26,2020-03-31,Lunch,1,14,2.0,"curry is a bit oily , can be improved",neutral
603,1012,2020-03-31 07:38:26,2020-03-31,Lunch,1,12,3.0,Curry is yummy,positive
154,1032,2020-03-31 10:21:26,2020-03-31,Dinner,1,3,,,
155,1012,2020-03-31 12:14:26,2020-03-31,Dinner,1,12,2.0,"Although the food tasted good, the roti was very rubbery and the chicken curry was filled with bones.",neutral
156,1020,2020-03-31 12:24:26,2020-03-31,Dinner,1,12,,,
157,1027,2020-03-31 12:32:26,2020-03-31,Dinner,1,12,2.0,the quantity of pulao and chicken curry was completely less compared to their starting time.,neutral
158,1030,2020-03-31 13:22:26,2020-03-31,Dinner,1,3,,,
159,1001,2020-03-31 14:01:26,2020-03-31,Dinner,1,12,,,
160,1018,2020-03-31 14:15:26,2020-03-31,Dinner,1,12,,,
161,1029,2020-03-31 14:24:26,2020-03-31,Dinner,1,12,,,
162,1050,2020-03-31 15:32:26,2020-03-31,Dinner,1,3,3.0,Tasty food,neutral
163,1041,2020-03-31 15:35:26,2020-03-31,Dinner,1,12,3.0,The aroma of the Biryani is enticing. The biryani has generous amounts of paneer and has right consistency of spice levels just like home made.,neutral
164,1025,2020-03-31 15:47:26,2020-03-31,Dinner,1,12,1.0,The biryani wasn’t hot and it wasn’t flavourful either. They really need to work on it! Meat was undercooked and so was the rice.,neutral
604,1030,2020-03-31 16:29:26,2020-04-01,Lunch,1,11,2.0,I had ordered Parathas and they were very hard,neutral
605,1025,2020-03-31 16:36:26,2020-04-01,Lunch,1,13,,,
606,1005,2020-03-31 16:45:26,2020-04-01,Lunch,1,11,2.0,"Although the food tasted good, the roti was very rubbery and the chicken curry was filled with bones.",neutral
607,1034,2020-03-31 17:26:26,2020-04-01,Lunch,1,12,,,
608,1041,2020-03-31 17:42:26,2020-04-01,Lunch,1,6,1.0,completely frustrated with the taste and nature of the food,neutral
609,1022,2020-03-31 18:05:26,2020-04-01,Lunch,1,7,3.0,Foods smelled so tempting and taste is equally good,neutral
610,1042,2020-03-31 18:19:26,2020-04-01,Lunch,1,3,3.0,Egg curry is ok.,neutral
611,1050,2020-03-31 19:52:26,2020-04-01,Lunch,1,7,,,
612,1038,2020-03-31 20:50:26,2020-04-01,Lunch,1,9,,,
613,1037,2020-03-31 21:04:26,2020-04-01,Lunch,1,12,1.0,Food tasted so bland,neutral
614,1026,2020-03-31 21:11:26,2020-04-01,Lunch,1,6,2.0,the quantity of pulao and chicken curry was completely less compared to their starting time.,neutral
615,1048,2020-03-31 21:14:26,2020-04-01,Lunch,1,13,,,
616,1045,2020-03-31 21:24:26,2020-04-01,Lunch,1,12,,,
617,1043,2020-03-31 21:55:26,2020-04-01,Lunch,1,7,,,
618,1040,2020-03-31 22:03:26,2020-04-01,Lunch,1,13,2.0,Dal is inedible and unworthy.,neutral
619,1023,2020-03-31 23:07:26,2020-04-01,Lunch,1,3,,,
620,1035,2020-04-01 00:08:26,2020-04-01,Lunch,1,13,3.0,Nice Flavour,positive
621,1049,2020-04-01 00:11:26,2020-04-01,Lunch,1,7,,,
622,1031,2020-04-01 01:24:26,2020-04-01,Lunch,1,10,,,
623,1011,2020-04-01 01:31:26,2020-04-01,Lunch,1,3,,,
624,1019,2020-04-01 01:33:26,2020-04-01,Lunch,1,9,,,
625,1009,2020-04-01 02:22:26,2020-04-01,Lunch,1,13,2.0,utterly disappointed with the taste and quality of the food,neutral
626,1007,2020-04-01 02:32:26,2020-04-01,Lunch,1,3,,,
627,1013,2020-04-01 02:44:26,2020-04-01,Lunch,1,7,,,
628,1020,2020-04-01 03:27:26,2020-04-01,Lunch,1,7,2.0,taste is good but too much oil in biryani rice,neutral
629,1003,2020-04-01 03:38:26,2020-04-01,Lunch,1,6,,,
630,1016,2020-04-01 06:59:26,2020-04-01,Lunch,1,6,,,
631,1017,2020-04-01 07:42:26,2020-04-01,Lunch,1,4,,,
632,1027,2020-04-01 08:02:26,2020-04-01,Lunch,1,12,,,
633,1018,2020-04-01 08:43:26,2020-04-01,Lunch,1,6,,,
165,1035,2020-04-01 13:01:26,2020-04-01,Dinner,1,12,,,
166,1018,2020-04-01 14:02:26,2020-04-01,Dinner,1,12,3.0,potato fry taste was super feels like homemade ,positive
167,1022,2020-04-01 14:29:26,2020-04-01,Dinner,1,3,,,
168,1020,2020-04-01 14:34:26,2020-04-01,Dinner,1,3,,,
634,1022,2020-04-01 15:03:26,2020-04-02,Lunch,1,1,,,
169,1001,2020-04-01 15:13:26,2020-04-01,Dinner,1,3,1.0,Tasty was very bad.. got annoying smell from dish,neutral
170,1002,2020-04-01 15:14:26,2020-04-01,Dinner,1,12,3.0,Curry flavour is good and rotis are perfect,positive
635,1010,2020-04-01 15:25:26,2020-04-02,Lunch,1,12,,,
171,1028,2020-04-01 15:44:26,2020-04-01,Dinner,1,12,,,
172,1030,2020-04-01 15:59:26,2020-04-01,Dinner,1,3,2.0,taste is good but too much oil in biryani rice,neutral
636,1049,2020-04-01 17:27:26,2020-04-02,Lunch,1,5,,,
637,1039,2020-04-01 17:38:26,2020-04-02,Lunch,1,2,,,
638,1040,2020-04-01 17:44:26,2020-04-02,Lunch,1,4,,,
639,1014,2020-04-01 17:55:26,2020-04-02,Lunch,1,2,2.0,Good Food,positive
640,1005,2020-04-01 18:07:26,2020-04-02,Lunch,1,2,,,
641,1004,2020-04-01 18:08:26,2020-04-02,Lunch,1,12,3.0,Food is great,positive
642,1021,2020-04-01 18:35:26,2020-04-02,Lunch,1,5,2.0,Dal is inedible and unworthy.,neutral
643,1019,2020-04-01 18:48:26,2020-04-02,Lunch,1,7,,,
644,1027,2020-04-01 20:28:26,2020-04-02,Lunch,1,2,1.0,Worst curry ever seen didn't have any salt and huge amount of oil in that,neutral
645,1041,2020-04-01 21:16:26,2020-04-02,Lunch,1,14,2.0,"Biryani was really bad though. First place, the chicken pieces were almost nill and the spice level was not good. ",neutral
646,1016,2020-04-01 21:22:26,2020-04-02,Lunch,1,12,3.0,sambar flavor is too good,neutral
647,1026,2020-04-01 23:04:26,2020-04-02,Lunch,1,12,2.0,taste is good but too much oil in biryani rice,neutral
648,1020,2020-04-01 23:50:26,2020-04-02,Lunch,1,3,,,
649,1036,2020-04-01 23:52:26,2020-04-02,Lunch,1,5,3.0,veg biryani was really good.,neutral
650,1007,2020-04-01 23:59:26,2020-04-02,Lunch,1,2,3.0,Rotis are soft and curry tasted fine,neutral
651,1011,2020-04-02 00:46:26,2020-04-02,Lunch,1,12,,,
652,1033,2020-04-02 01:03:26,2020-04-02,Lunch,1,4,3.0,Everything tasted amazing,positive
653,1046,2020-04-02 02:41:26,2020-04-02,Lunch,1,12,,,
654,1030,2020-04-02 03:35:26,2020-04-02,Lunch,1,3,2.0,curd was not at all good. rasam and curry were avg. remaining items were good,neutral
655,1029,2020-04-02 05:05:26,2020-04-02,Lunch,1,4,3.0, good and sufficient meal,neutral
656,1047,2020-04-02 05:42:26,2020-04-02,Lunch,1,7,1.0,"Chicken Biryani was downright terrible however. In front of the rest of the competition, the chicken pieces were nearly nill and the flavor level was bad.",neutral
657,1045,2020-04-02 07:01:26,2020-04-02,Lunch,1,12,,,
658,1012,2020-04-02 07:49:26,2020-04-02,Lunch,1,5,,,
173,1025,2020-04-02 10:33:26,2020-04-02,Dinner,1,12,,,
174,1006,2020-04-02 10:42:26,2020-04-02,Dinner,1,3,,,
175,1029,2020-04-02 11:35:26,2020-04-02,Dinner,1,12,,,
176,1020,2020-04-02 12:44:26,2020-04-02,Dinner,1,12,3.0,"Food is delicious, not spicy and not oily.",neutral
177,1012,2020-04-02 13:08:26,2020-04-02,Dinner,1,3,,,
178,1016,2020-04-02 13:55:26,2020-04-02,Dinner,1,3,,,
179,1046,2020-04-02 14:17:26,2020-04-02,Dinner,1,12,2.0,Raitha served with biryani is watery. ,neutral
180,1027,2020-04-02 15:04:26,2020-04-02,Dinner,1,12,,,
659,1019,2020-04-02 15:06:26,2020-04-03,Lunch,1,2,,,
181,1038,2020-04-02 15:15:26,2020-04-02,Dinner,1,3,2.0,food is ok taste can be improved.,positive
660,1031,2020-04-02 15:33:26,2020-04-03,Lunch,1,2,,,
661,1013,2020-04-02 15:40:26,2020-04-03,Lunch,1,2,,,
662,1043,2020-04-02 16:53:26,2020-04-03,Lunch,1,0,3.0,Chutney is exceptionally tasty. Baingan curry also too good. ,neutral
663,1006,2020-04-02 17:01:26,2020-04-03,Lunch,1,2,,,
664,1039,2020-04-02 17:05:26,2020-04-03,Lunch,1,0,2.0,Quantity was very less for chicken curry,neutral
665,1004,2020-04-02 17:06:26,2020-04-03,Lunch,1,1,,,
666,1036,2020-04-02 17:59:26,2020-04-03,Lunch,1,1,3.0,One of best chicken biryanis i have had,neutral
667,1016,2020-04-02 18:01:26,2020-04-03,Lunch,1,2,3.0,The aroma of the Biryani is enticing. The biryani has generous amounts of paneer and has right consistency of spice levels just like home made.,neutral
668,1015,2020-04-02 18:07:26,2020-04-03,Lunch,1,2,,,
669,1028,2020-04-02 18:12:26,2020-04-03,Lunch,1,2,2.0,curd was not at all good. rasam and curry were avg. remaining items were good,neutral
670,1038,2020-04-02 19:40:26,2020-04-03,Lunch,1,1,1.0,egg curry is salty and tasteless,neutral
671,1034,2020-04-02 19:46:26,2020-04-03,Lunch,1,0,,,
672,1020,2020-04-02 20:35:26,2020-04-03,Lunch,1,0,,,
673,1026,2020-04-02 20:43:26,2020-04-03,Lunch,1,1,,,
674,1005,2020-04-02 20:50:26,2020-04-03,Lunch,1,2,,,
675,1044,2020-04-02 21:07:26,2020-04-03,Lunch,1,2,,,
676,1047,2020-04-02 21:57:26,2020-04-03,Lunch,1,0,,,
677,1018,2020-04-02 22:46:26,2020-04-03,Lunch,1,2,3.0,Homely food.. Loved it...!!,positive
678,1012,2020-04-02 22:48:26,2020-04-03,Lunch,1,2,1.0,completely frustrated with the taste and nature of the food,neutral
679,1032,2020-04-02 23:26:26,2020-04-03,Lunch,1,1,2.0,Biryani was too spicy and felt like eating mirchi rice with no flavour of biryani,neutral
680,1050,2020-04-02 23:28:26,2020-04-03,Lunch,1,1,,,
681,1046,2020-04-02 23:59:26,2020-04-03,Lunch,1,2,3.0,sambar flavor is too good,neutral
683,1048,2020-04-03 00:17:26,2020-04-03,Lunch,1,2,1.0,paneer butter masala and roti's were pathetic,neutral
682,1002,2020-04-03 00:17:26,2020-04-03,Lunch,1,0,,,
684,1014,2020-04-03 01:08:26,2020-04-03,Lunch,1,0,,,
685,1030,2020-04-03 01:37:26,2020-04-03,Lunch,1,0,3.0,Egg curry is ok.,neutral
686,1021,2020-04-03 02:27:26,2020-04-03,Lunch,1,0,1.0,the smell of the food too odd,neutral
687,1025,2020-04-03 02:41:26,2020-04-03,Lunch,1,2,,,
688,1037,2020-04-03 03:11:26,2020-04-03,Lunch,1,0,3.0,Curry was tasty with good amount of paneer,neutral
689,1033,2020-04-03 03:17:26,2020-04-03,Lunch,1,0,,,
690,1003,2020-04-03 03:48:26,2020-04-03,Lunch,1,2,,,
691,1010,2020-04-03 04:04:26,2020-04-03,Lunch,1,2,3.0,Thali is simple and tasty.,neutral
692,1011,2020-04-03 04:07:26,2020-04-03,Lunch,1,0,,,
693,1022,2020-04-03 06:05:26,2020-04-03,Lunch,1,1,,,
694,1023,2020-04-03 06:20:26,2020-04-03,Lunch,1,0,,,
695,1024,2020-04-03 06:31:26,2020-04-03,Lunch,1,2,3.0,Everything tasted amazing,positive
696,1029,2020-04-03 06:32:26,2020-04-03,Lunch,1,1,,,
697,1017,2020-04-03 06:38:26,2020-04-03,Lunch,1,0,1.0,The food was not good at all. No balance in the flavours and the chicken smells raw.,neutral
698,1008,2020-04-03 07:04:26,2020-04-03,Lunch,1,2,,,
699,1027,2020-04-03 07:10:26,2020-04-03,Lunch,1,1,,,
700,1040,2020-04-03 07:10:26,2020-04-03,Lunch,1,2,3.0,Biryani is so divine,positive
701,1049,2020-04-03 07:16:26,2020-04-03,Lunch,1,0,3.0,"Dal is good , rasam is ok ",positive
702,1035,2020-04-03 07:18:26,2020-04-03,Lunch,1,1,3.0, good and sufficient meal,neutral
703,1045,2020-04-03 08:20:26,2020-04-03,Lunch,1,1,,,
704,1041,2020-04-03 08:26:26,2020-04-03,Lunch,1,1,,,
705,1001,2020-04-03 08:59:26,2020-04-03,Lunch,1,1,,,
182,1027,2020-04-03 10:13:26,2020-04-03,Dinner,1,12,,,
183,1032,2020-04-03 11:10:26,2020-04-03,Dinner,1,12,,,
184,1014,2020-04-03 11:21:26,2020-04-03,Dinner,1,12,3.0,Rotis are soft and curry tasted fine,neutral
185,1012,2020-04-03 11:55:26,2020-04-03,Dinner,1,3,1.0,"roti isn’t hot, and the chicken curry served had a peculiar odor.",neutral
186,1025,2020-04-03 13:08:26,2020-04-03,Dinner,1,3,1.0,the pulav taste was so worst,negative
187,1029,2020-04-03 14:08:26,2020-04-03,Dinner,1,3,,,
188,1028,2020-04-03 14:13:26,2020-04-03,Dinner,1,12,,,
189,1002,2020-04-03 14:47:26,2020-04-03,Dinner,1,12,,,
190,1050,2020-04-03 15:42:26,2020-04-03,Dinner,1,12,,,
706,1022,2020-04-05 15:24:26,2020-04-06,Lunch,1,3,3.0,"the taste is quite good, quantity is sufficient",neutral
707,1037,2020-04-05 15:50:26,2020-04-06,Lunch,1,10,,,
708,1009,2020-04-05 16:36:26,2020-04-06,Lunch,1,11,1.0,Paneer was very hard... Very disappointed... With taste...,neutral
709,1033,2020-04-05 17:00:26,2020-04-06,Lunch,1,5,1.0,Pulao was way below Mark,neutral
710,1040,2020-04-05 17:12:26,2020-04-06,Lunch,1,11,2.0,not satisfied with taste of food,neutral
711,1048,2020-04-05 17:20:26,2020-04-06,Lunch,1,12,3.0,"Biryani is mouthwatering , chicken is well cooked",neutral
712,1004,2020-04-05 17:33:26,2020-04-06,Lunch,1,10,3.0,Chutney is exceptionally tasty. Baingan curry also too good. ,neutral
713,1008,2020-04-05 18:24:26,2020-04-06,Lunch,1,3,2.0,Veg biryani was okay. It was not bad but not the good biryanis you would remember for long. Had very less vegetables in it but adequate Masala. A little too spicy for me. ,neutral
714,1042,2020-04-05 18:40:26,2020-04-06,Lunch,1,3,1.0,"roti isn’t hot, and the chicken curry served had a peculiar odor.",neutral
715,1016,2020-04-05 18:55:26,2020-04-06,Lunch,1,12,,,
716,1020,2020-04-05 19:48:26,2020-04-06,Lunch,1,6,,,
717,1021,2020-04-05 20:10:26,2020-04-06,Lunch,1,9,3.0,Curry is good and Roti's are also fine,neutral
718,1017,2020-04-05 22:12:26,2020-04-06,Lunch,1,9,,,
719,1026,2020-04-05 22:28:26,2020-04-06,Lunch,1,10,,,
720,1014,2020-04-05 22:42:26,2020-04-06,Lunch,1,4,1.0,the smell of the food too odd,neutral
721,1006,2020-04-05 22:58:26,2020-04-06,Lunch,1,12,3.0,Chicken curry is good.,neutral
722,1010,2020-04-05 23:09:26,2020-04-06,Lunch,1,11,3.0,Food is tasty and delicious,neutral
723,1024,2020-04-05 23:15:26,2020-04-06,Lunch,1,12,2.0,Veg biryani was okay. It was not bad but not the good biryanis you would remember for long. Had very less vegetables in it but adequate Masala. A little too spicy for me. ,neutral
724,1012,2020-04-05 23:49:26,2020-04-06,Lunch,1,10,3.0,"Biryani is mouthwatering , chicken is well cooked",neutral
725,1011,2020-04-05 23:52:26,2020-04-06,Lunch,1,13,,,
726,1001,2020-04-06 00:38:26,2020-04-06,Lunch,1,8,,,
727,1003,2020-04-06 00:52:26,2020-04-06,Lunch,1,13,1.0,the pulav taste was so worst,negative
728,1029,2020-04-06 01:01:26,2020-04-06,Lunch,1,8,3.0,Great food . delicious,positive
729,1035,2020-04-06 01:31:26,2020-04-06,Lunch,1,6,,,
730,1032,2020-04-06 01:45:26,2020-04-06,Lunch,1,8,,,
731,1049,2020-04-06 02:45:26,2020-04-06,Lunch,1,9,,,
732,1015,2020-04-06 03:41:26,2020-04-06,Lunch,1,13,2.0,"Although the food tasted good, the roti was very rubbery and the chicken curry was filled with bones.",neutral
733,1002,2020-04-06 04:09:26,2020-04-06,Lunch,1,4,,,
734,1028,2020-04-06 04:51:26,2020-04-06,Lunch,1,6,,,
735,1034,2020-04-06 05:00:26,2020-04-06,Lunch,1,7,3.0,flavorful,neutral
736,1005,2020-04-06 05:36:26,2020-04-06,Lunch,1,4,3.0,Thali is simple and tasty.,neutral
737,1025,2020-04-06 06:16:26,2020-04-06,Lunch,1,9,,,
738,1047,2020-04-06 06:45:26,2020-04-06,Lunch,1,9,2.0,"no flavor, no taste",negative
